regiao,estado,cod_uf,data,semana_epi,populacao_tcu2019,casos_acumulado,casos_novos,obitos_acumulado,obitos_novos,incidencia100k,mortalidade100k
Nordeste,PB,25,2020-06-27,26,4018127,44242,1410,896,32,1101.06,22.3
Nordeste,PB,25,2020-06-27,26,,0,0,0,0,,
Nordeste,PB,25,2020-06-28,27,4018127,44679,437,911,15,1111.94,22.67
Nordeste,PB,25,2020-06-28,27,,0,0,0,0,,
Nordeste,PB,25,2020-06-29,27,4018127,45057,378,931,20,1121.34,23.17
Nordeste,PB,25,2020-06-29,27,,0,0,0,0,,
Nordeste,PB,25,2020-06-30,27,4018127,46957,1900,977,46,1168.63,24.31
Nordeste,PB,25,2020-06-30,27,,0,0,0,0,,
Nordeste,PE,26,2020-02-25,9,9557071,0,0,0,0,0,0
Nordeste,PE,26,2020-02-26,9,9557071,0,0,0,0,0,0
Nordeste,PE,26,2020-02-27,9,9557071,0,0,0,0,0,0
Nordeste,PE,26,2020-02-28,9,9557071,0,0,0,0,0,0
Nordeste,PE,26,2020-02-29,9,9557071,0,0,0,0,0,0
Nordeste,PE,26,2020-03-01,10,9557071,0,0,0,0,0,0
Nordeste,PE,26,2020-03-02,10,9557071,0,0,0,0,0,0
Nordeste,PE,26,2020-03-03,10,9557071,0,0,0,0,0,0
Nordeste,PE,26,2020-03-04,10,9557071,0,0,0,0,0,0
Nordeste,PE,26,2020-03-05,10,9557071,0,0,0,0,0,0
Nordeste,PE,26,2020-03-06,10,9557071,0,0,0,0,0,0
Nordeste,PE,26,2020-03-07,10,9557071,0,0,0,0,0,0
Nordeste,PE,26,2020-03-08,11,9557071,0,0,0,0,0,0
Nordeste,PE,26,2020-03-09,11,9557071,0,0,0,0,0,0
Nordeste,PE,26,2020-03-10,11,9557071,0,0,0,0,0,0
Nordeste,PE,26,2020-03-11,11,9557071,0,0,0,0,0,0
Nordeste,PE,26,2020-03-12,11,9557071,2,2,0,0,0.02,0
Nordeste,PE,26,2020-03-13,11,9557071,2,0,0,0,0.02,0
Nordeste,PE,26,2020-03-14,11,9557071,2,0,0,0,0.02,0
Nordeste,PE,26,2020-03-15,12,9557071,2,0,0,0,0.02,0
Nordeste,PE,26,2020-03-16,12,9557071,2,0,0,0,0.02,0
Nordeste,PE,26,2020-03-17,12,9557071,16,14,0,0,0.17,0
Nordeste,PE,26,2020-03-18,12,9557071,16,0,0,0,0.17,0
Nordeste,PE,26,2020-03-19,12,9557071,28,12,0,0,0.29,0
Nordeste,PE,26,2020-03-20,12,9557071,30,2,0,0,0.31,0
Nordeste,PE,26,2020-03-21,12,9557071,30,0,0,0,0.31,0
Nordeste,PE,26,2020-03-22,13,9557071,37,7,0,0,0.39,0
Nordeste,PE,26,2020-03-23,13,9557071,42,5,0,0,0.44,0
Nordeste,PE,26,2020-03-24,13,9557071,42,0,0,0,0.44,0
Nordeste,PE,26,2020-03-25,13,9557071,46,4,1,1,0.48,0.01
Nordeste,PE,26,2020-03-26,13,9557071,48,2,3,2,0.5,0.03
Nordeste,PE,26,2020-03-27,13,9557071,56,8,4,1,0.59,0.04
Nordeste,PE,26,2020-03-27,13,,0,0,0,0,,
Nordeste,PE,26,2020-03-28,13,9557071,68,12,5,1,0.71,0.05
Nordeste,PE,26,2020-03-28,13,,5,5,1,1,,
Nordeste,PE,26,2020-03-29,14,9557071,73,5,5,0,0.76,0.05
Nordeste,PE,26,2020-03-29,14,,5,0,1,0,,
Nordeste,PE,26,2020-03-30,14,9557071,78,5,6,1,0.82,0.06
Nordeste,PE,26,2020-03-30,14,,5,0,1,0,,
Nordeste,PE,26,2020-03-31,14,9557071,87,9,6,0,0.91,0.06
Nordeste,PE,26,2020-03-31,14,,60,55,1,0,,
Nordeste,PE,26,2020-04-01,14,9557071,95,8,8,2,0.99,0.08
Nordeste,PE,26,2020-04-01,14,,5,-55,1,0,,
Nordeste,PE,26,2020-04-02,14,9557071,106,11,9,1,1.11,0.09
Nordeste,PE,26,2020-04-02,14,,5,0,1,0,,
Nordeste,PE,26,2020-04-03,14,9557071,136,30,10,1,1.42,0.1
Nordeste,PE,26,2020-04-03,14,,5,0,1,0,,
Nordeste,PE,26,2020-04-04,14,9557071,176,40,14,4,1.84,0.15
Nordeste,PE,26,2020-04-04,14,,6,1,1,0,,
Nordeste,PE,26,2020-04-05,15,9557071,201,25,21,7,2.1,0.22
Nordeste,PE,26,2020-04-05,15,,6,0,1,0,,
Nordeste,PE,26,2020-04-06,15,9557071,223,22,30,9,2.33,0.31
Nordeste,PE,26,2020-04-06,15,,6,0,1,0,,
Nordeste,PE,26,2020-04-07,15,9557071,352,129,34,4,3.68,0.36
Nordeste,PE,26,2020-04-07,15,,7,1,1,0,,
Nordeste,PE,26,2020-04-08,15,9557071,401,49,46,12,4.2,0.48
Nordeste,PE,26,2020-04-08,15,,7,0,1,0,,
Nordeste,PE,26,2020-04-09,15,9557071,555,154,56,10,5.81,0.59
Nordeste,PE,26,2020-04-09,15,,7,0,1,0,,
Nordeste,PE,26,2020-04-10,15,9557071,684,129,65,9,7.16,0.68
Nordeste,PE,26,2020-04-10,15,,8,1,1,0,,
Nordeste,PE,26,2020-04-11,15,9557071,816,132,72,7,8.54,0.75
Nordeste,PE,26,2020-04-11,15,,8,0,1,0,,
Nordeste,PE,26,2020-04-12,16,9557071,960,144,85,13,10.04,0.89
Nordeste,PE,26,2020-04-12,16,,8,0,1,0,,
Nordeste,PE,26,2020-04-13,16,9557071,1154,194,102,17,12.07,1.07
Nordeste,PE,26,2020-04-13,16,,8,0,1,0,,
Nordeste,PE,26,2020-04-14,16,9557071,1284,130,115,13,13.44,1.2
Nordeste,PE,26,2020-04-14,16,,8,0,1,0,,
Nordeste,PE,26,2020-04-15,16,9557071,1484,200,143,28,15.53,1.5
Nordeste,PE,26,2020-04-15,16,,12,4,1,0,,
Nordeste,PE,26,2020-04-16,16,9557071,1683,199,160,17,17.61,1.67
Nordeste,PE,26,2020-04-16,16,,9,-3,1,0,,
Nordeste,PE,26,2020-04-17,16,9557071,2006,323,186,26,20.99,1.95
Nordeste,PE,26,2020-04-17,16,,10,1,1,0,,
Nordeste,PE,26,2020-04-18,16,9557071,2193,187,205,19,22.95,2.15
Nordeste,PE,26,2020-04-18,16,,11,1,1,0,,
Nordeste,PE,26,2020-04-19,17,9557071,2459,266,216,11,25.73,2.26
Nordeste,PE,26,2020-04-19,17,,11,0,1,0,,
Nordeste,PE,26,2020-04-20,17,9557071,2690,231,234,18,28.15,2.45
Nordeste,PE,26,2020-04-20,17,,11,0,1,0,,
Nordeste,PE,26,2020-04-21,17,9557071,2908,218,260,26,30.43,2.72
Nordeste,PE,26,2020-04-21,17,,11,0,1,0,,
Nordeste,PE,26,2020-04-22,17,9557071,3298,390,282,22,34.51,2.95
Nordeste,PE,26,2020-04-22,17,,12,1,1,0,,
Nordeste,PE,26,2020-04-23,17,9557071,3519,221,312,30,36.82,3.26
Nordeste,PE,26,2020-04-23,17,,12,0,1,0,,
Nordeste,PE,26,2020-04-24,17,9557071,3999,480,352,40,41.84,3.68
Nordeste,PE,26,2020-04-24,17,,13,1,1,0,,
Nordeste,PE,26,2020-04-25,17,9557071,4507,508,381,29,47.16,3.99
Nordeste,PE,26,2020-04-25,17,,15,2,1,0,,
Nordeste,PE,26,2020-04-26,18,9557071,4898,391,415,34,51.25,4.34
Nordeste,PE,26,2020-04-26,18,,14,-1,1,0,,
Nordeste,PE,26,2020-04-27,18,9557071,5358,460,450,35,56.06,4.71
Nordeste,PE,26,2020-04-27,18,,16,2,1,0,,
Nordeste,PE,26,2020-04-28,18,9557071,5724,366,508,58,59.89,5.32
Nordeste,PE,26,2020-04-28,18,,16,0,1,0,,
Nordeste,PE,26,2020-04-29,18,9557071,6194,470,538,30,64.81,5.63
Nordeste,PE,26,2020-04-29,18,,16,0,1,0,,
Nordeste,PE,26,2020-04-30,18,9557071,6876,682,565,27,71.95,5.91
Nordeste,PE,26,2020-04-30,18,,16,0,1,0,,
Nordeste,PE,26,2020-05-01,18,9557071,7334,458,603,38,76.74,6.31
Nordeste,PE,26,2020-05-01,18,,16,0,2,1,,
Nordeste,PE,26,2020-05-02,18,9557071,8145,811,628,25,85.22,6.57
Nordeste,PE,26,2020-05-02,18,,17,1,2,0,,
Nordeste,PE,26,2020-05-03,19,9557071,8643,498,652,24,90.44,6.82
Nordeste,PE,26,2020-05-03,19,,19,2,3,1,,
Nordeste,PE,26,2020-05-04,19,9557071,8863,220,691,39,92.74,7.23
Nordeste,PE,26,2020-05-04,19,,19,0,3,0,,
Nordeste,PE,26,2020-05-05,19,9557071,9325,462,749,58,97.57,7.84
Nordeste,PE,26,2020-05-05,19,,19,0,3,0,,
Nordeste,PE,26,2020-05-06,19,9557071,9881,556,803,54,103.39,8.4
Nordeste,PE,26,2020-05-06,19,,19,0,3,0,,
Nordeste,PE,26,2020-05-07,19,9557071,10824,943,845,42,113.26,8.84
Nordeste,PE,26,2020-05-07,19,,21,2,3,0,,
Nordeste,PE,26,2020-05-08,19,9557071,11587,763,927,82,121.24,9.7
Nordeste,PE,26,2020-05-08,19,,22,1,3,0,,
Nordeste,PE,26,2020-05-09,19,9557071,12470,883,972,45,130.48,10.17
Nordeste,PE,26,2020-05-09,19,,22,0,3,0,,
Nordeste,PE,26,2020-05-10,20,9557071,13275,805,1047,75,138.9,10.96
Nordeste,PE,26,2020-05-10,20,,22,0,3,0,,
Nordeste,PE,26,2020-05-11,20,9557071,13768,493,1087,40,144.06,11.37
Nordeste,PE,26,2020-05-11,20,,24,2,3,0,,
Nordeste,PE,26,2020-05-12,20,9557071,14309,541,1157,70,149.72,12.11
Nordeste,PE,26,2020-05-12,20,,25,1,3,0,,
Nordeste,PE,26,2020-05-13,20,9557071,14901,592,1224,67,155.92,12.81
Nordeste,PE,26,2020-05-13,20,,26,1,3,0,,
Nordeste,PE,26,2020-05-14,20,9557071,15588,687,1298,74,163.1,13.58
Nordeste,PE,26,2020-05-14,20,,26,0,3,0,,
Nordeste,PE,26,2020-05-15,20,9557071,16209,621,1381,83,169.6,14.45
Nordeste,PE,26,2020-05-15,20,,26,0,3,0,,
Nordeste,PE,26,2020-05-16,20,9557071,18488,2279,1461,80,193.45,15.29
Nordeste,PE,26,2020-05-16,20,,27,1,3,0,,
Nordeste,PE,26,2020-05-17,21,9557071,19452,964,1516,55,203.54,15.86
Nordeste,PE,26,2020-05-17,21,,31,4,3,0,,
Nordeste,PE,26,2020-05-18,21,9557071,20094,642,1640,124,210.25,17.16
Nordeste,PE,26,2020-05-18,21,,30,-1,4,1,,
Nordeste,PE,26,2020-05-19,21,9557071,21242,1148,1741,101,222.26,18.22
Nordeste,PE,26,2020-05-19,21,,32,2,4,0,,
Nordeste,PE,26,2020-05-20,21,9557071,22560,1318,1834,93,236.06,19.19
Nordeste,PE,26,2020-05-20,21,,34,2,4,0,,
Nordeste,PE,26,2020-05-21,21,9557071,23911,1351,1925,91,250.19,20.14
Nordeste,PE,26,2020-05-21,21,,38,4,5,1,,
Nordeste,PE,26,2020-05-22,21,9557071,25760,1849,2057,132,269.54,21.52
Nordeste,PE,26,2020-05-22,21,,43,5,7,2,,
Nordeste,PE,26,2020-05-23,21,9557071,26786,1026,2144,87,280.27,22.43
Nordeste,PE,26,2020-05-23,21,,45,2,7,0,,
Nordeste,PE,26,2020-05-24,22,9557071,27759,973,2200,56,290.46,23.02
Nordeste,PE,26,2020-05-24,22,,47,2,7,0,,
Nordeste,PE,26,2020-05-25,22,9557071,28366,607,2248,48,296.81,23.52
Nordeste,PE,26,2020-05-25,22,,48,1,8,1,,
Nordeste,PE,26,2020-05-26,22,9557071,28854,488,2328,80,301.91,24.36
Nordeste,PE,26,2020-05-26,22,,48,0,8,0,,
Nordeste,PE,26,2020-05-27,22,9557071,29919,1065,2468,140,313.06,25.82
Nordeste,PE,26,2020-05-27,22,,49,1,8,0,,
Nordeste,PE,26,2020-05-28,22,9557071,30713,794,2566,98,321.36,26.85
Nordeste,PE,26,2020-05-28,22,,47,-2,9,1,,
Nordeste,PE,26,2020-05-29,22,9557071,32255,1542,2669,103,337.5,27.93
Nordeste,PE,26,2020-05-29,22,,49,2,9,0,,
Nordeste,PE,26,2020-05-30,22,9557071,33427,1172,2740,71,349.76,28.67
Nordeste,PE,26,2020-05-30,22,,50,1,9,0,,
Nordeste,PE,26,2020-05-31,23,9557071,34450,1023,2807,67,360.47,29.37
Nordeste,PE,26,2020-05-31,23,,49,-1,9,0,,
Nordeste,PE,26,2020-06-01,23,9557071,34900,450,2875,68,365.17,30.08
Nordeste,PE,26,2020-06-01,23,,49,0,9,0,,
Nordeste,PE,26,2020-06-02,23,9557071,35508,608,2933,58,371.54,30.69
Nordeste,PE,26,2020-06-02,23,,50,1,9,0,,
Nordeste,PE,26,2020-06-03,23,9557071,36463,955,3012,79,381.53,31.52
Nordeste,PE,26,2020-06-03,23,,56,6,11,2,,
Nordeste,PE,26,2020-06-04,23,9557071,37507,1044,3134,122,392.45,32.79
Nordeste,PE,26,2020-06-04,23,,58,2,13,2,,
Nordeste,PE,26,2020-06-05,23,9557071,38511,1004,3205,71,402.96,33.54
Nordeste,PE,26,2020-06-05,23,,59,1,13,0,,
Nordeste,PE,26,2020-06-06,23,9557071,39361,850,3270,65,411.85,34.22
Nordeste,PE,26,2020-06-06,23,,76,17,14,1,,
Nordeste,PE,26,2020-06-07,24,9557071,40242,881,3305,35,421.07,34.58
Nordeste,PE,26,2020-06-07,24,,80,4,16,2,,
Nordeste,PE,26,2020-06-08,24,9557071,40705,463,3350,45,425.92,35.05
Nordeste,PE,26,2020-06-08,24,,80,0,16,0,,
Nordeste,PE,26,2020-06-09,24,9557071,41010,305,3453,103,429.11,36.13
Nordeste,PE,26,2020-06-09,24,,83,3,18,2,,
Nordeste,PE,26,2020-06-10,24,9557071,41935,925,3531,78,438.79,36.95
Nordeste,PE,26,2020-06-10,24,,82,-1,20,2,,
Nordeste,PE,26,2020-06-11,24,9557071,42994,1059,3633,102,449.87,38.01
Nordeste,PE,26,2020-06-11,24,,84,2,20,0,,
Nordeste,PE,26,2020-06-12,24,9557071,43872,878,3694,61,459.05,38.65
Nordeste,PE,26,2020-06-12,24,,86,2,20,0,,
Nordeste,PE,26,2020-06-13,24,9557071,44671,799,3784,90,467.41,39.59
Nordeste,PE,26,2020-06-13,24,,88,2,20,0,,
Nordeste,PE,26,2020-06-14,25,9557071,45261,590,3855,71,473.59,40.34
Nordeste,PE,26,2020-06-14,25,,89,1,20,0,,
Nordeste,PE,26,2020-06-15,25,9557071,45507,246,3886,31,476.16,40.66
Nordeste,PE,26,2020-06-15,25,,91,2,20,0,,
Nordeste,PE,26,2020-06-16,25,9557071,46427,920,3959,73,485.79,41.42
Nordeste,PE,26,2020-06-16,25,,90,-1,21,1,,
Nordeste,PE,26,2020-06-17,25,9557071,47446,1019,4009,50,496.45,41.95
Nordeste,PE,26,2020-06-17,25,,110,20,23,2,,
Nordeste,PE,26,2020-06-18,25,9557071,48626,1180,4057,48,508.8,42.45
Nordeste,PE,26,2020-06-18,25,,111,1,24,1,,
Nordeste,PE,26,2020-06-19,25,9557071,49720,1094,4102,45,520.24,42.92
Nordeste,PE,26,2020-06-19,25,,114,3,24,0,,
Nordeste,PE,26,2020-06-20,25,9557071,51118,1398,4148,46,534.87,43.4
Nordeste,PE,26,2020-06-20,25,,116,2,24,0,,
Nordeste,PE,26,2020-06-21,26,9557071,52113,995,4234,86,545.28,44.3
Nordeste,PE,26,2020-06-21,26,,117,1,26,2,,
Nordeste,PE,26,2020-06-22,26,9557071,52494,381,4252,18,549.27,44.49
Nordeste,PE,26,2020-06-22,26,,119,2,27,1,,
Nordeste,PE,26,2020-06-23,26,9557071,52831,337,4339,87,552.79,45.4
Nordeste,PE,26,2020-06-23,26,,121,2,27,0,,
Nordeste,PE,26,2020-06-24,26,9557071,54022,1191,4425,86,565.26,46.3
Nordeste,PE,26,2020-06-24,26,,121,0,27,0,,
Nordeste,PE,26,2020-06-25,26,9557071,55136,1114,4488,63,576.91,46.96
Nordeste,PE,26,2020-06-25,26,,123,2,27,0,,
Nordeste,PE,26,2020-06-26,26,9557071,55804,668,4610,122,583.9,48.24
Nordeste,PE,26,2020-06-26,26,,128,5,28,1,,
Nordeste,PE,26,2020-06-27,26,9557071,57089,1285,4708,98,597.35,49.26
Nordeste,PE,26,2020-06-27,26,,133,5,29,1,,
Nordeste,PE,26,2020-06-28,27,9557071,58107,1018,4751,43,608,49.71
Nordeste,PE,26,2020-06-28,27,,135,2,30,1,,
Nordeste,PE,26,2020-06-29,27,9557071,58476,369,4782,31,611.86,50.04
Nordeste,PE,26,2020-06-29,27,,136,1,30,0,,
Nordeste,PE,26,2020-06-30,27,9557071,58858,382,4829,47,615.86,50.53
Nordeste,PE,26,2020-06-30,27,,137,1,30,0,,
Nordeste,PI,22,2020-02-25,9,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-02-26,9,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-02-27,9,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-02-28,9,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-02-29,9,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-03-01,10,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-03-02,10,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-03-03,10,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-03-04,10,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-03-05,10,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-03-06,10,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-03-07,10,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-03-08,11,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-03-09,11,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-03-10,11,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-03-11,11,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-03-12,11,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-03-13,11,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-03-14,11,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-03-15,12,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-03-16,12,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-03-17,12,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-03-18,12,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-03-19,12,3273227,0,0,0,0,0,0
Nordeste,PI,22,2020-03-20,12,3273227,3,3,0,0,0.09,0
Nordeste,PI,22,2020-03-21,12,3273227,4,1,0,0,0.12,0
Nordeste,PI,22,2020-03-22,13,3273227,4,0,0,0,0.12,0
Nordeste,PI,22,2020-03-23,13,3273227,6,2,0,0,0.18,0
Nordeste,PI,22,2020-03-24,13,3273227,6,0,0,0,0.18,0
Nordeste,PI,22,2020-03-25,13,3273227,8,2,0,0,0.24,0
Nordeste,PI,22,2020-03-26,13,3273227,9,1,0,0,0.27,0
Nordeste,PI,22,2020-03-27,13,3273227,9,0,0,0,0.27,0
Nordeste,PI,22,2020-03-27,13,,0,0,0,0,,
Nordeste,PI,22,2020-03-28,13,3273227,11,2,1,1,0.34,0.03
Nordeste,PI,22,2020-03-28,13,,0,0,0,0,,
Nordeste,PI,22,2020-03-29,14,3273227,14,3,1,0,0.43,0.03
Nordeste,PI,22,2020-03-29,14,,0,0,0,0,,
Nordeste,PI,22,2020-03-30,14,3273227,16,2,3,2,0.49,0.09
Nordeste,PI,22,2020-03-30,14,,0,0,0,0,,
Nordeste,PI,22,2020-03-31,14,3273227,18,2,4,1,0.55,0.12
Nordeste,PI,22,2020-03-31,14,,0,0,0,0,,
Nordeste,PI,22,2020-04-01,14,3273227,18,0,4,0,0.55,0.12
Nordeste,PI,22,2020-04-01,14,,0,0,0,0,,
Nordeste,PI,22,2020-04-02,14,3273227,19,1,4,0,0.58,0.12
Nordeste,PI,22,2020-04-02,14,,0,0,0,0,,
Nordeste,PI,22,2020-04-03,14,3273227,21,2,4,0,0.64,0.12
Nordeste,PI,22,2020-04-03,14,,0,0,0,0,,
Nordeste,PI,22,2020-04-04,14,3273227,22,1,4,0,0.67,0.12
Nordeste,PI,22,2020-04-04,14,,0,0,0,0,,
Nordeste,PI,22,2020-04-05,15,3273227,23,1,4,0,0.7,0.12
Nordeste,PI,22,2020-04-05,15,,0,0,0,0,,
Nordeste,PI,22,2020-04-06,15,3273227,23,0,4,0,0.7,0.12
Nordeste,PI,22,2020-04-06,15,,0,0,0,0,,
Nordeste,PI,22,2020-04-07,15,3273227,28,5,4,0,0.86,0.12
Nordeste,PI,22,2020-04-07,15,,0,0,0,0,,
Nordeste,PI,22,2020-04-08,15,3273227,31,3,5,1,0.95,0.15
Nordeste,PI,22,2020-04-08,15,,0,0,0,0,,
Nordeste,PI,22,2020-04-09,15,3273227,38,7,6,1,1.16,0.18
Nordeste,PI,22,2020-04-09,15,,0,0,0,0,,
Nordeste,PI,22,2020-04-10,15,3273227,40,2,7,1,1.22,0.21
Nordeste,PI,22,2020-04-10,15,,0,0,0,0,,
Nordeste,PI,22,2020-04-11,15,3273227,41,1,7,0,1.25,0.21
Nordeste,PI,22,2020-04-11,15,,0,0,0,0,,
Nordeste,PI,22,2020-04-12,16,3273227,44,3,7,0,1.34,0.21
Nordeste,PI,22,2020-04-12,16,,0,0,0,0,,
Nordeste,PI,22,2020-04-13,16,3273227,50,6,8,1,1.53,0.24
Nordeste,PI,22,2020-04-13,16,,0,0,0,0,,
Nordeste,PI,22,2020-04-14,16,3273227,58,8,8,0,1.77,0.24
Nordeste,PI,22,2020-04-14,16,,0,0,0,0,,
Nordeste,PI,22,2020-04-15,16,3273227,75,17,8,0,2.29,0.24
Nordeste,PI,22,2020-04-15,16,,0,0,0,0,,
Nordeste,PI,22,2020-04-16,16,3273227,91,16,8,0,2.78,0.24
Nordeste,PI,22,2020-04-16,16,,0,0,0,0,,
Nordeste,PI,22,2020-04-17,16,3273227,102,11,8,0,3.12,0.24
Nordeste,PI,22,2020-04-17,16,,0,0,0,0,,
Nordeste,PI,22,2020-04-18,16,3273227,123,21,9,1,3.76,0.27
Nordeste,PI,22,2020-04-18,16,,0,0,0,0,,
Nordeste,PI,22,2020-04-19,17,3273227,145,22,10,1,4.43,0.31
Nordeste,PI,22,2020-04-19,17,,0,0,0,0,,
Nordeste,PI,22,2020-04-20,17,3273227,158,13,12,2,4.83,0.37
Nordeste,PI,22,2020-04-20,17,,1,1,0,0,,
Nordeste,PI,22,2020-04-21,17,3273227,186,28,14,2,5.68,0.43
Nordeste,PI,22,2020-04-21,17,,0,-1,0,0,,
Nordeste,PI,22,2020-04-22,17,3273227,206,20,15,1,6.29,0.46
Nordeste,PI,22,2020-04-22,17,,0,0,0,0,,
Nordeste,PI,22,2020-04-23,17,3273227,217,11,15,0,6.63,0.46
Nordeste,PI,22,2020-04-23,17,,0,0,0,0,,
Nordeste,PI,22,2020-04-24,17,3273227,256,39,16,1,7.82,0.49
Nordeste,PI,22,2020-04-24,17,,0,0,0,0,,
Nordeste,PI,22,2020-04-25,17,3273227,297,41,17,1,9.07,0.52
Nordeste,PI,22,2020-04-25,17,,0,0,0,0,,
Nordeste,PI,22,2020-04-26,18,3273227,331,34,18,1,10.11,0.55
Nordeste,PI,22,2020-04-26,18,,0,0,0,0,,
Nordeste,PI,22,2020-04-27,18,3273227,364,33,20,2,11.12,0.61
Nordeste,PI,22,2020-04-27,18,,0,0,0,0,,
Nordeste,PI,22,2020-04-28,18,3273227,408,44,21,1,12.46,0.64
Nordeste,PI,22,2020-04-28,18,,0,0,0,0,,
Nordeste,PI,22,2020-04-29,18,3273227,454,46,24,3,13.87,0.73
Nordeste,PI,22,2020-04-29,18,,0,0,0,0,,
Nordeste,PI,22,2020-04-30,18,3273227,513,59,24,0,15.67,0.73
Nordeste,PI,22,2020-04-30,18,,0,0,0,0,,
Nordeste,PI,22,2020-05-01,18,3273227,600,87,24,0,18.33,0.73
Nordeste,PI,22,2020-05-01,18,,0,0,0,0,,
Nordeste,PI,22,2020-05-02,18,3273227,665,65,26,2,20.32,0.79
Nordeste,PI,22,2020-05-02,18,,0,0,0,0,,
Nordeste,PI,22,2020-05-03,19,3273227,742,77,28,2,22.67,0.86
Nordeste,PI,22,2020-05-03,19,,0,0,0,0,,
Nordeste,PI,22,2020-05-04,19,3273227,784,42,28,0,23.95,0.86
Nordeste,PI,22,2020-05-04,19,,0,0,0,0,,
Nordeste,PI,22,2020-05-05,19,3273227,875,91,29,1,26.73,0.89
Nordeste,PI,22,2020-05-05,19,,0,0,0,0,,
Nordeste,PI,22,2020-05-06,19,3273227,949,74,30,1,28.99,0.92
Nordeste,PI,22,2020-05-06,19,,0,0,0,0,,
Nordeste,PI,22,2020-05-07,19,3273227,1051,102,35,5,32.11,1.07
Nordeste,PI,22,2020-05-07,19,,0,0,0,0,,
Nordeste,PI,22,2020-05-08,19,3273227,1131,80,37,2,34.55,1.13
Nordeste,PI,22,2020-05-08,19,,0,0,0,0,,
Nordeste,PI,22,2020-05-09,19,3273227,1233,102,38,1,37.67,1.16
Nordeste,PI,22,2020-05-09,19,,0,0,0,0,,
Nordeste,PI,22,2020-05-10,20,3273227,1278,45,42,4,39.04,1.28
Nordeste,PI,22,2020-05-10,20,,0,0,0,0,,
Nordeste,PI,22,2020-05-11,20,3273227,1332,54,45,3,40.69,1.37
Nordeste,PI,22,2020-05-11,20,,0,0,0,0,,
Nordeste,PI,22,2020-05-12,20,3273227,1443,111,49,4,44.08,1.5
Nordeste,PI,22,2020-05-12,20,,0,0,0,0,,
Nordeste,PI,22,2020-05-13,20,3273227,1612,169,57,8,49.25,1.74
Nordeste,PI,22,2020-05-13,20,,0,0,0,0,,
Nordeste,PI,22,2020-05-14,20,3273227,1784,172,60,3,54.5,1.83
Nordeste,PI,22,2020-05-14,20,,0,0,0,0,,
Nordeste,PI,22,2020-05-15,20,3273227,1905,121,60,0,58.2,1.83
Nordeste,PI,22,2020-05-15,20,,0,0,0,0,,
Nordeste,PI,22,2020-05-16,20,3273227,2085,180,65,5,63.7,1.99
Nordeste,PI,22,2020-05-16,20,,0,0,0,0,,
Nordeste,PI,22,2020-05-17,21,3273227,2252,167,72,7,68.8,2.2
Nordeste,PI,22,2020-05-17,21,,0,0,0,0,,
Nordeste,PI,22,2020-05-18,21,3273227,2287,35,80,8,69.87,2.44
Nordeste,PI,22,2020-05-18,21,,0,0,0,0,,
Nordeste,PI,22,2020-05-19,21,3273227,2440,153,85,5,74.54,2.6
Nordeste,PI,22,2020-05-19,21,,0,0,0,0,,
Nordeste,PI,22,2020-05-20,21,3273227,2637,197,87,2,80.56,2.66
Nordeste,PI,22,2020-05-20,21,,0,0,0,0,,
Nordeste,PI,22,2020-05-21,21,3273227,2852,215,91,4,87.13,2.78
Nordeste,PI,22,2020-05-21,21,,0,0,0,0,,
Nordeste,PI,22,2020-05-22,21,3273227,3074,222,93,2,93.91,2.84
Nordeste,PI,22,2020-05-22,21,,0,0,0,0,,
Nordeste,PI,22,2020-05-23,21,3273227,3258,184,99,6,99.53,3.02
Nordeste,PI,22,2020-05-23,21,,0,0,0,0,,
Nordeste,PI,22,2020-05-24,22,3273227,3390,132,107,8,103.57,3.27
Nordeste,PI,22,2020-05-24,22,,0,0,0,0,,
Nordeste,PI,22,2020-05-25,22,3273227,3550,160,110,3,108.46,3.36
Nordeste,PI,22,2020-05-25,22,,0,0,0,0,,
Nordeste,PI,22,2020-05-26,22,3273227,3720,170,119,9,113.65,3.64
Nordeste,PI,22,2020-05-26,22,,0,0,0,0,,
